


ANDROID:
-------------

Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/44.0.2403.157 Safari/537.36 	Chrome 44 	Web Browser 	Computer 	Very common
Mozilla/5.0 (X11; U; Linux Core i7-4980HQ; de; rv:32.0; compatible; JobboerseBot; http://www.jobboerse.com/bot.htm) Gecko/20100101 Firefox/38.0 	Firefox 38 	Web Browser 	Computer 	Very common
Apache/2.4.34 (Ubuntu) OpenSSL/1.1.1 (internal dummy connection) 	None 		Computer 	Very common
Mozilla/5.0 (X11; U; Linux Core i7-4980HQ; de; rv:32.0; compatible; JobboerseBot; https://www.jobboerse.com/bot.htm) Gecko/20100101 Firefox/38.0 	Firefox 38 	Web Browser 	Computer 	Very common
Thunderstorm/1.0 (Linux) 	None 		Computer 	Very common
Mozilla/5.0 (X11; U; Linux i686; en-US; rv:1.9a1) Gecko/20070308 Minefield/3.0a1 	Minefield 3 	Web Browser 	Computer 	Very common
Mozilla/5.0 (X11; Linux x86_64; rv:45.0) Gecko/20100101 Thunderbird/45.8.0 	Thunderbird 45.8 	Browser - In-App Browser 	Computer 	Very common
Mozilla/5.0 (compatible; Linux x86_64; Mail.RU_Bot/Fast/2.0; +http://go.mail.ru/help/robots) 	Netscape Navigator 5 	Web Browser 	Computer 	Very common
Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) HeadlessChrome/74.0.3729.157 Safari/537.36 	Chrome 74 	Web Browser 	Computer 	Very common
Mozilla/5.0 (compatible; Linux x86_64; Mail.RU_Bot/2.0; +http://go.mail.ru/help/robots) 	Netscape Navigator 5 	Web Browser 	Computer 	Very common
Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:49.0) Gecko/20100101 Firefox/49.0 	Firefox 49 	Web Browser 	Computer 	Very common
BrightSign/8.0.69 (XT1143)Mozilla/5.0 (X11; Linux armv7l) AppleWebKit/537.36 (KHTML, like Gecko) QtWebEngine/5.11.2 Chrome/65.0.3325.230 Safari/537.36 	Chrome 65 	Web Browser 	Computer 	Very common
Mozilla/5.0 (X11; U; Linux i686; pt-BR; rv:1.9.0.15) Gecko/2009102815 Ubuntu/9.04 (jaunty) Firefox/3.0.15 	Firefox 3 	Web Browser 	Computer 	Very common
Mozilla/5.0 (X11; U; Linux Core i7-4980HQ; de; rv:32.0; compatible; Jobboerse.com; http://www.xn--jobbrse-d1a.com) Gecko/20100401 Firefox/24.0 	Firefox 24 	Web Browser 	Computer 	Very common


